Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PS/G
311,Maurice Ndour\ndourma01,PF,24,NYK,22,0,6.8,0.8,1.8,.450,0.0,0.2,.200,0.8,1.6,.486,.463,0.4,0.5,.900,0.4,0.9,1.3,0.0,0.4,0.1,0.2,0.8,2.1
312,Gary Neal\nealga01,SG,32,ATL,2,0,9.0,0.0,3.5,.000,0.0,1.0,.000,0.0,2.5,.000,.000,2.0,2.0,1.000,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.5,2.0
313,Jameer Nelson\nelsoja01,PG,34,DEN,59,23,26.4,3.6,8.1,.448,1.4,3.6,.390,2.2,4.5,.493,.533,0.6,0.8,.733,0.4,2.0,2.4,5.0,0.7,0.1,1.7,2.7,9.2
314,Raul Neto\netora01,PG,24,UTA,29,0,7.3,0.9,2.0,.458,0.2,0.7,.286,0.7,1.3,.553,.508,0.1,0.1,1.000,0.0,0.7,0.7,0.7,0.4,0.0,0.4,0.9,2.2
315,Georges Niang\niangge01,PF,23,IND,22,0,4.1,0.4,1.6,.250,0.0,0.5,.083,0.4,1.1,.333,.264,0.1,0.1,1.000,0.1,0.6,0.7,0.2,0.1,0.0,0.2,0.3,1.0
316,Andrew Nicholson\nichoan01,PF,27,WAS,28,0,8.3,1.1,2.8,.390,0.1,0.6,.188,1.0,2.2,.443,.409,0.3,0.4,.583,0.4,0.8,1.2,0.3,0.4,0.2,0.4,1.3,2.5
317,Joakim Noah\noahjo01,C,31,NYK,46,46,22.1,2.2,4.3,.495,0.0,0.0,.000,2.2,4.3,.497,.495,0.7,1.7,.436,3.5,5.2,8.7,2.2,0.7,0.8,1.3,2.8,5.0
318,Nerlens Noel\noelne01,C,22,TOT,31,7,20.0,3.6,6.0,.608,0.0,0.0,.000,3.6,6.0,.611,.608,1.5,2.2,.687,1.7,3.5,5.2,1.0,1.4,0.9,1.0,2.5,8.8
318,Nerlens Noel\noelne01,C,22,PHI,29,7,19.4,3.7,6.0,.611,0.0,0.0,.000,3.7,6.0,.615,.611,1.5,2.2,.683,1.6,3.4,5.0,1.0,1.4,0.9,1.0,2.4,8.9
318,Nerlens Noel\noelne01,C,22,DAL,2,0,27.5,3.0,5.5,.545,0.0,0.0,,3.0,5.5,.545,.545,1.5,2.0,.750,3.0,5.0,8.0,0.5,1.0,1.0,1.5,4.0,7.5
319,Lucas Nogueira\noguelu01,C,24,TOR,51,6,20.7,2.0,3.0,.682,0.1,0.2,.333,2.0,2.8,.704,.692,0.9,1.3,.657,1.6,3.0,4.6,0.8,1.0,1.7,0.9,2.6,5.0
320,Steve Novak\novakst01,PF,33,MIL,8,0,2.8,0.3,0.9,.286,0.1,0.8,.167,0.1,0.1,1.000,.357,0.0,0.0,,0.0,0.4,0.4,0.0,0.0,0.0,0.0,0.1,0.6
321,Dirk Nowitzki\nowitdi01,PF,38,DAL,33,33,26.2,5.1,12.3,.415,1.5,3.8,.386,3.6,8.5,.429,.475,1.9,2.2,.875,0.5,5.8,6.3,1.6,0.7,0.8,0.8,1.9,13.6
322,Jusuf Nurkic\nurkiju01,C,22,TOT,48,31,18.4,3.4,6.8,.509,0.0,0.0,,3.4,6.8,.509,.509,1.3,2.5,.508,2.0,3.9,5.9,1.4,0.7,0.8,1.9,2.1,8.1
322,Jusuf Nurkic\nurkiju01,C,22,DEN,45,29,17.9,3.4,6.6,.507,0.0,0.0,,3.4,6.6,.507,.507,1.2,2.5,.496,2.0,3.8,5.8,1.3,0.6,0.8,1.8,2.0,8.0
322,Jusuf Nurkic\nurkiju01,C,22,POR,3,2,25.7,4.7,8.7,.538,0.0,0.0,,4.7,8.7,.538,.538,1.7,2.3,.714,2.0,5.7,7.7,2.7,2.3,1.0,2.7,3.7,11.0
323,Johnny O'Bryant\obryajo01,PF,23,DEN,7,0,6.6,1.0,2.1,.467,0.3,0.4,.667,0.7,1.7,.417,.533,0.6,0.6,1.000,0.7,0.9,1.6,0.3,0.0,0.1,0.4,0.6,2.9
324,Kyle O'Quinn\oquinky01,PF,26,NYK,58,8,15.5,2.8,5.3,.531,0.0,0.2,.100,2.8,5.1,.545,.533,0.7,1.0,.737,2.1,3.6,5.6,1.3,0.5,1.4,1.0,2.2,6.4
325,Daniel Ochefu\ochefda01,C,23,WAS,14,0,3.4,0.5,1.1,.438,0.0,0.0,,0.5,1.1,.438,.438,0.0,0.1,.000,0.1,0.9,1.1,0.1,0.1,0.0,0.2,0.9,1.0
326,Jahlil Okafor\okafoja01,C,21,PHI,41,25,23.0,4.8,9.3,.516,0.0,0.0,,4.8,9.3,.516,.516,2.1,3.3,.630,1.7,3.1,4.8,1.1,0.3,1.0,1.6,2.4,11.6
327,Victor Oladipo\oladivi01,SG,24,OKC,48,48,33.7,6.3,14.0,.446,1.9,5.4,.354,4.3,8.6,.505,.515,1.7,2.3,.741,0.6,3.8,4.4,2.5,1.2,0.3,1.6,2.3,16.1
328,Kelly Olynyk\olynyke01,C,25,BOS,53,5,21.2,3.5,6.8,.508,1.1,2.8,.376,2.4,4.0,.601,.586,1.1,1.6,.714,0.9,3.9,4.8,1.9,0.7,0.4,1.3,2.7,9.1
329,Arinze Onuaku\onuakar01,C,29,ORL,8,0,3.5,0.3,0.5,.500,0.0,0.0,,0.3,0.5,.500,.500,0.0,0.0,,0.3,0.5,0.8,0.3,0.0,0.1,0.3,0.4,0.5
330,Chinanu Onuaku\onuakch01,C,20,HOU,2,0,5.0,1.0,1.0,1.000,0.0,0.0,,1.0,1.0,1.000,1.000,1.0,1.0,1.000,0.5,1.0,1.5,0.5,0.5,0.0,0.0,0.5,3.0
331,Kelly Oubre\oubreke01,SF,21,WAS,55,2,20.4,2.3,5.5,.412,0.7,2.5,.295,1.5,2.9,.512,.480,0.9,1.2,.750,0.7,2.6,3.3,0.6,0.7,0.2,0.6,2.5,6.1
332,Zaza Pachulia\pachuza01,C,32,GSW,47,47,18.7,2.3,4.1,.549,0.0,0.0,,2.3,4.1,.549,.549,1.6,2.1,.776,2.1,4.0,6.0,2.0,0.9,0.5,1.2,2.4,6.2
333,Georgios Papagiannis\papagge01,C,19,SAC,6,0,4.3,0.5,0.7,.750,0.0,0.0,,0.5,0.7,.750,.750,0.0,0.0,,0.2,0.7,0.8,0.0,0.0,0.2,0.2,0.5,1.0
334,Jabari Parker\parkeja01,PF,21,MIL,51,50,33.9,7.8,16.0,.490,1.3,3.5,.365,6.5,12.5,.525,.530,3.2,4.3,.743,1.5,4.6,6.1,2.8,1.0,0.4,1.8,2.2,20.1
335,Tony Parker\parketo01,PG,34,SAS,45,45,26.0,4.4,9.4,.474,0.4,1.0,.362,4.1,8.3,.488,.494,1.4,1.8,.793,0.2,1.7,1.9,4.9,0.5,0.0,1.3,1.5,10.7
336,Chandler Parsons\parsoch01,SF,28,MEM,29,29,19.4,2.2,6.5,.344,0.7,2.7,.256,1.6,3.8,.405,.397,1.0,1.2,.857,0.1,2.3,2.4,1.6,0.6,0.1,0.6,1.4,6.2
337,Lamar Patterson\pattela01,SG,25,ATL,5,0,8.0,0.6,3.0,.200,0.2,1.2,.167,0.4,1.8,.222,.233,0.4,0.6,.667,0.2,1.2,1.4,1.2,0.2,0.0,0.8,1.2,1.8
338,Patrick Patterson\pattepa01,PF,27,TOR,43,7,26.6,2.5,6.4,.387,1.5,4.3,.357,0.9,2.1,.449,.507,0.7,1.0,.674,1.1,4.0,5.1,1.4,0.7,0.4,0.7,2.0,7.1
339,Chris Paul\paulch01,PG,31,LAC,38,38,31.2,5.8,12.5,.460,1.9,4.9,.398,3.8,7.6,.500,.538,3.9,4.5,.871,0.7,4.7,5.4,9.8,2.2,0.1,2.4,2.5,17.4
340,Adreian Payne\paynead01,PF,25,MIN,12,0,7.7,1.4,3.3,.436,0.2,0.8,.200,1.3,2.4,.517,.462,1.0,1.3,.800,0.5,1.2,1.7,0.3,0.4,0.3,0.6,1.8,4.0
341,Cameron Payne\payneca01,PG,22,TOT,21,0,15.8,2.1,6.3,.338,0.9,2.6,.327,1.3,3.7,.346,.406,0.2,0.2,1.000,0.1,1.4,1.5,2.0,0.5,0.2,0.9,1.9,5.3
341,Cameron Payne\payneca01,PG,22,OKC,20,0,16.0,2.2,6.5,.331,0.8,2.6,.308,1.4,3.9,.346,.392,0.2,0.2,1.000,0.1,1.5,1.6,2.0,0.5,0.3,0.9,1.9,5.3
341,Cameron Payne\payneca01,PG,22,CHI,1,0,12.0,2.0,3.0,.667,2.0,3.0,.667,0.0,0.0,,1.000,0.0,0.0,,0.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,6.0
342,Elfrid Payton\paytoel01,PG,22,ORL,60,36,29.0,5.1,11.2,.457,0.6,2.1,.266,4.5,9.0,.502,.482,1.7,2.5,.669,0.8,3.0,3.9,5.7,1.1,0.5,2.1,2.1,12.5
343,Paul Pierce\piercpa01,SF,39,LAC,13,7,11.8,1.2,3.2,.366,0.8,2.1,.370,0.4,1.1,.357,.488,0.6,0.8,.800,0.0,1.4,1.4,0.2,0.2,0.2,0.6,1.9,3.7
344,Marshall Plumlee\plumlma02,C,24,NYK,8,0,8.1,0.4,0.5,.750,0.0,0.0,,0.4,0.5,.750,.750,0.4,0.8,.500,1.0,1.1,2.1,0.5,0.1,0.3,0.5,1.5,1.1
345,Mason Plumlee\plumlma01,C,26,TOT,58,55,27.8,4.3,8.0,.534,0.0,0.1,.000,4.3,7.9,.541,.534,2.3,4.2,.560,2.2,5.8,7.9,3.9,0.9,1.1,1.6,2.8,10.9
345,Mason Plumlee\plumlma01,C,26,POR,54,54,28.1,4.4,8.2,.532,0.0,0.1,.000,4.4,8.1,.538,.532,2.4,4.1,.567,2.2,5.8,8.0,4.0,0.9,1.2,1.6,2.8,11.1
345,Mason Plumlee\plumlma01,C,26,DEN,4,1,24.0,3.3,5.5,.591,0.0,0.3,.000,3.3,5.3,.619,.591,2.3,4.8,.474,1.3,5.5,6.8,3.3,0.8,0.3,1.5,3.3,8.8
346,Miles Plumlee\plumlmi01,C,28,TOT,37,12,10.2,1.0,2.1,.481,0.0,0.0,,1.0,2.1,.481,.481,0.6,0.9,.629,0.7,1.2,1.9,0.5,0.3,0.3,0.7,1.5,2.6
346,Miles Plumlee\plumlmi01,C,28,MIL,32,12,9.7,0.9,2.1,.441,0.0,0.0,,0.9,2.1,.441,.441,0.7,1.1,.629,0.7,0.9,1.7,0.6,0.3,0.3,0.7,1.5,2.6
346,Miles Plumlee\plumlmi01,C,28,CHO,5,0,13.4,1.6,2.2,.727,0.0,0.0,,1.6,2.2,.727,.727,0.0,0.0,,0.8,3.0,3.8,0.4,0.2,0.6,0.6,1.8,3.2
347,Jakob Poeltl\poeltja01,C,21,TOR,34,4,10.4,0.9,1.7,.492,0.0,0.0,,0.9,1.7,.492,.492,0.5,0.9,.533,1.2,1.4,2.6,0.3,0.3,0.3,0.4,2.0,2.2
348,Otto Porter\porteot01,SF,23,WAS,57,57,34.0,5.5,10.4,.528,2.1,4.6,.456,3.4,5.9,.584,.628,1.2,1.5,.795,1.3,5.4,6.7,1.5,1.5,0.6,0.7,2.5,14.3
349,Bobby Portis\portibo01,PF,21,CHI,41,3,12.4,2.0,4.1,.471,0.4,1.0,.375,1.6,3.2,.500,.515,0.6,0.8,.676,1.1,2.3,3.4,0.5,0.2,0.1,0.5,1.2,4.8
350,Kristaps Porzingis\porzikr01,PF,21,NYK,50,49,32.7,6.6,14.8,.447,1.9,4.9,.378,4.8,9.9,.482,.510,3.0,3.8,.784,1.7,5.4,7.0,1.3,0.7,2.0,1.8,3.8,18.1
351,Dwight Powell\poweldw01,C,25,DAL,58,1,17.9,2.6,4.8,.536,0.1,0.4,.231,2.5,4.3,.567,.547,1.4,1.8,.762,1.4,2.9,4.2,0.7,1.0,0.6,0.4,1.8,6.6
352,Norman Powell\powelno01,SG,23,TOR,56,15,17.2,2.7,6.0,.446,0.7,1.9,.339,2.0,4.0,.498,.501,1.3,1.6,.772,0.3,1.8,2.1,1.0,0.7,0.2,0.8,1.5,7.3
353,Ronnie Price\pricero01,PG,33,PHO,2,0,3.5,0.5,0.5,1.000,0.5,0.5,1.000,0.0,0.0,,1.500,0.0,0.0,,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,1.5
354,Tim Quarterman\quartti01,SG,22,POR,13,0,3.4,0.6,1.0,.615,0.2,0.5,.500,0.4,0.5,.714,.731,0.0,0.0,,0.2,0.3,0.5,0.6,0.1,0.2,0.3,0.3,1.5
355,Chasson Randle\randlch01,PG,23,PHI,8,0,9.3,1.5,3.3,.462,0.8,1.9,.400,0.8,1.4,.545,.577,1.5,1.5,1.000,0.0,0.6,0.6,0.8,0.4,0.1,0.4,1.4,5.3
356,Julius Randle\randlju01,PF,22,LAL,52,51,28.3,5.0,10.3,.483,0.1,0.5,.222,4.9,9.8,.497,.489,2.7,3.8,.702,1.8,6.3,8.2,3.6,0.7,0.4,2.4,3.5,12.8
357,Zach Randolph\randoza01,PF,35,MEM,52,3,24.4,6.0,13.2,.453,0.3,1.3,.239,5.7,11.9,.477,.465,1.9,2.5,.756,2.5,5.8,8.3,1.6,0.5,0.2,1.3,2.0,14.2
358,J.J. Redick\redicjj01,SG,32,LAC,56,56,28.5,5.2,11.8,.438,2.6,6.3,.416,2.6,5.6,.463,.548,2.1,2.4,.879,0.2,2.0,2.2,1.3,0.7,0.1,1.3,1.6,15.0
359,Willie Reed\reedwi02,C,26,MIA,50,5,14.7,2.3,4.1,.571,0.0,0.1,.333,2.3,4.0,.575,.574,0.7,1.2,.567,1.8,3.0,4.8,0.3,0.2,0.7,0.4,1.8,5.3
360,Josh Richardson\richajo01,SG,23,MIA,31,20,29.4,4.0,10.3,.388,1.5,4.8,.304,2.5,5.5,.459,.458,0.8,1.1,.735,0.5,2.6,3.1,2.6,0.8,0.5,1.4,2.6,10.3
361,Malachi Richardson\richama01,SG,21,SAC,22,0,9.0,1.3,3.1,.412,0.4,1.3,.286,0.9,1.8,.500,.471,0.7,0.9,.789,0.1,0.9,1.0,0.5,0.2,0.0,0.4,1.0,3.6
362,Austin Rivers\riverau01,SG,24,LAC,57,27,28.3,4.5,10.2,.441,1.6,4.1,.391,2.9,6.1,.476,.520,1.8,2.5,.697,0.3,1.8,2.1,2.9,0.8,0.2,1.5,2.5,12.4
363,Andre Roberson\roberan03,SF,25,OKC,59,59,30.6,2.8,6.1,.454,0.7,2.5,.262,2.1,3.6,.590,.508,0.6,1.5,.420,1.2,4.0,5.2,1.0,1.2,1.0,0.7,2.5,6.8
364,Brian Roberts\roberbr01,PG,31,CHO,23,0,7.8,0.7,2.0,.340,0.3,0.7,.375,0.4,1.3,.323,.404,0.9,1.0,.875,0.1,0.7,0.9,1.3,0.1,0.0,0.4,0.3,2.6
365,Glenn Robinson\robingl02,SF,23,IND,58,27,21.6,2.4,5.1,.468,0.7,1.8,.404,1.7,3.3,.503,.539,0.8,1.1,.714,0.9,2.7,3.6,0.7,0.6,0.3,0.6,1.0,6.3
366,Thomas Robinson\robinth01,PF,25,LAL,35,1,11.2,1.8,3.4,.525,0.0,0.0,,1.8,3.4,.525,.525,0.5,1.1,.432,1.8,2.7,4.5,0.7,0.6,0.3,0.8,1.5,4.0
367,Sergio Rodriguez\rodrise01,PG,30,PHI,54,30,22.6,3.1,8.1,.387,1.4,3.9,.361,1.7,4.2,.410,.473,0.3,0.4,.714,0.3,2.2,2.4,5.1,0.8,0.1,2.1,1.4,7.9
368,Rajon Rondo\rondora01,PG,30,CHI,50,29,26.3,2.9,7.5,.379,0.5,1.6,.305,2.4,5.9,.400,.412,0.4,0.7,.568,0.9,4.2,5.1,6.5,1.4,0.2,2.4,2.0,6.6
369,Derrick Rose\rosede01,PG,28,NYK,51,51,32.4,7.1,15.5,.461,0.3,1.1,.232,6.9,14.4,.479,.470,3.1,3.5,.872,1.1,2.9,4.0,4.4,0.7,0.3,2.4,1.5,17.6
370,Terrence Ross\rosste01,SF,25,TOT,56,2,22.8,4.0,9.1,.440,1.8,4.8,.376,2.2,4.3,.513,.540,0.8,0.9,.830,0.3,2.4,2.6,0.9,1.0,0.4,0.6,1.6,10.6
370,Terrence Ross\rosste01,SF,25,TOR,54,0,22.4,3.9,8.9,.441,1.8,4.7,.375,2.1,4.1,.516,.541,0.8,0.9,.820,0.3,2.3,2.6,0.8,1.0,0.4,0.6,1.5,10.4
370,Terrence Ross\rosste01,SF,25,ORL,2,2,34.0,7.0,16.0,.438,3.0,7.5,.400,4.0,8.5,.471,.531,1.5,1.5,1.000,1.0,3.5,4.5,1.5,2.5,0.5,0.5,2.5,18.5
371,Terry Rozier\roziete01,PG,22,BOS,55,0,18.1,2.1,5.6,.379,0.8,2.3,.341,1.3,3.3,.404,.448,0.7,1.0,.774,0.5,2.5,3.1,1.7,0.6,0.2,0.6,1.0,5.8
372,Ricky Rubio\rubiori01,PG,26,MIN,54,54,32.1,2.8,7.1,.388,0.7,2.5,.289,2.0,4.6,.442,.439,2.8,3.2,.869,0.9,2.9,3.8,8.6,1.8,0.1,2.5,2.6,9.1
373,Damjan Rudez\rudezda01,SF,30,ORL,36,0,7.5,0.7,1.9,.371,0.5,1.5,.352,0.2,0.4,.438,.507,0.0,0.0,,0.1,0.5,0.6,0.5,0.3,0.0,0.2,0.8,2.0
374,Brandon Rush\rushbr01,SG,31,MIN,26,12,18.8,1.3,3.7,.351,0.8,2.2,.379,0.5,1.5,.308,.464,0.3,0.4,.700,0.3,1.6,1.9,0.7,0.5,0.5,0.5,0.6,3.7
375,D'Angelo Russell\russeda01,PG,20,LAL,44,44,26.8,5.2,13.1,.398,2.0,5.7,.345,3.2,7.3,.440,.474,2.2,2.9,.770,0.6,3.2,3.8,4.7,1.3,0.3,2.7,1.9,14.6
376,Domantas Sabonis\sabondo01,PF,20,OKC,59,59,21.5,2.5,6.1,.409,0.7,2.2,.315,1.8,4.0,.460,.464,0.4,0.6,.657,0.6,3.1,3.7,1.1,0.5,0.4,1.1,2.5,6.1
377,Dario Saric\saricda01,PF,22,PHI,59,14,25.0,4.2,10.3,.402,1.2,4.0,.311,2.9,6.4,.459,.461,1.8,2.2,.788,1.4,4.7,6.2,1.9,0.6,0.3,2.0,1.8,11.3
378,Tomas Satoransky\satorto01,SG,25,WAS,40,2,14.0,1.2,2.8,.420,0.2,0.7,.222,1.0,2.1,.482,.446,0.5,0.7,.769,0.5,1.2,1.7,1.9,0.5,0.1,0.8,1.2,3.0
379,Dennis Schroder\schrode01,PG,23,ATL,58,57,30.8,6.7,14.7,.457,1.2,3.6,.337,5.5,11.1,.495,.498,2.8,3.4,.832,0.5,2.5,2.9,6.3,0.8,0.2,3.0,1.7,17.4
380,Luis Scola\scolalu01,PF,36,BRK,36,1,12.8,2.0,4.2,.470,0.5,1.4,.340,1.5,2.8,.535,.526,0.7,1.0,.676,1.4,2.4,3.9,1.0,0.4,0.1,0.9,1.8,5.1
381,Mike Scott\scottmi01,PF,28,ATL,18,0,10.8,0.9,3.2,.293,0.2,1.5,.148,0.7,1.7,.419,.328,0.4,0.4,.875,0.6,1.5,2.1,0.9,0.2,0.2,0.4,0.7,2.5
382,Thabo Sefolosha\sefolth01,SF,32,ATL,47,30,25.5,3.0,6.6,.460,0.6,1.8,.341,2.4,4.8,.504,.506,0.9,1.2,.772,0.8,3.4,4.2,1.6,1.7,0.5,0.9,1.6,7.6
383,Kevin Seraphin\serapke01,PF,27,IND,35,3,11.9,2.1,3.9,.543,0.0,0.1,.000,2.1,3.9,.551,.543,0.1,0.3,.500,0.9,2.2,3.1,0.5,0.1,0.4,0.5,1.3,4.4
384,Ramon Sessions\sessira01,PG,30,CHO,50,1,16.2,2.0,5.3,.380,0.4,1.2,.339,1.6,4.0,.393,.420,1.8,2.4,.771,0.2,1.2,1.5,2.6,0.5,0.1,0.9,0.9,6.2
385,Iman Shumpert\shumpim01,SG,26,CLE,54,18,25.4,2.6,6.3,.412,1.4,3.7,.387,1.2,2.6,.448,.525,1.0,1.3,.765,0.6,2.4,3.0,1.5,1.0,0.3,1.0,2.0,7.6
386,Pascal Siakam\siakapa01,PF,22,TOR,48,38,16.8,2.0,3.9,.503,0.0,0.1,.000,2.0,3.8,.514,.503,0.5,0.7,.688,1.2,2.2,3.5,0.3,0.5,0.9,0.6,2.1,4.4
387,Jonathon Simmons\simmojo02,SG,27,SAS,54,2,17.9,2.3,5.4,.429,0.4,1.2,.288,1.9,4.1,.471,.462,1.4,1.9,.760,0.3,2.0,2.2,1.6,0.6,0.4,1.0,1.9,6.4
388,Kyle Singler\singlky01,SF,28,OKC,27,0,10.4,0.8,2.0,.400,0.2,1.0,.231,0.6,1.1,.552,.455,0.3,0.4,.818,0.1,1.0,1.2,0.2,0.1,0.1,0.4,0.7,2.2
389,Marcus Smart\smartma01,PG,22,BOS,57,22,31.0,3.6,9.5,.378,1.2,4.1,.301,2.4,5.4,.438,.444,2.3,2.9,.783,1.0,2.9,3.9,4.5,1.7,0.4,2.0,2.3,10.7
390,Ish Smith\smithis01,PG,28,DET,58,21,23.5,3.6,8.2,.436,0.3,1.2,.246,3.3,7.0,.468,.454,0.8,1.2,.681,0.2,2.5,2.8,5.0,0.7,0.4,1.4,1.6,8.2
391,J.R. Smith\smithjr01,SG,31,CLE,21,21,28.9,3.0,8.8,.337,2.4,6.6,.362,0.6,2.2,.261,.473,0.3,0.4,.778,0.4,1.8,2.1,1.2,1.2,0.4,0.7,2.2,8.6
392,Jason Smith\smithja02,C,30,WAS,54,0,13.2,2.1,4.0,.535,0.2,0.4,.476,1.9,3.6,.541,.558,0.4,0.7,.667,1.0,2.2,3.2,0.3,0.3,0.7,0.8,2.3,4.9
393,Tony Snell\snellto01,SG,25,MIL,57,57,28.7,2.9,6.4,.456,1.8,4.4,.402,1.2,2.1,.573,.593,0.5,0.7,.769,0.3,3.0,3.3,1.2,0.5,0.2,0.6,1.6,8.1
394,Marreese Speights\speigma01,C,29,LAC,59,1,16.3,3.2,7.2,.443,1.4,3.6,.390,1.8,3.6,.495,.540,1.9,2.2,.882,1.1,3.5,4.6,0.9,0.3,0.5,0.8,2.9,9.7
395,Nik Stauskas\stausni01,SG,23,PHI,57,24,26.8,3.0,7.4,.409,1.6,4.2,.380,1.5,3.3,.446,.515,1.5,1.8,.817,0.2,2.5,2.8,2.2,0.5,0.5,1.5,1.8,9.1
396,Lance Stephenson\stephla01,SG,26,TOT,10,0,21.1,3.4,7.2,.472,0.1,1.1,.091,3.3,6.1,.541,.479,0.6,1.0,.600,0.3,2.2,2.5,3.2,0.2,0.1,1.3,2.0,7.5
396,Lance Stephenson\stephla01,SG,26,NOP,6,0,27.0,4.3,9.2,.473,0.2,1.7,.100,4.2,7.5,.556,.482,0.8,1.3,.625,0.5,2.5,3.0,4.8,0.3,0.2,1.8,3.0,9.7
396,Lance Stephenson\stephla01,SG,26,MIN,4,0,12.3,2.0,4.3,.471,0.0,0.3,.000,2.0,4.0,.500,.471,0.3,0.5,.500,0.0,1.8,1.8,0.8,0.0,0.0,0.5,0.5,4.3
397,Jarnell Stokes\stokeja01,PF,23,DEN,2,0,3.5,0.5,0.5,1.000,0.0,0.0,,0.5,0.5,1.000,1.000,0.5,1.0,.500,0.5,0.5,1.0,1.0,0.5,0.0,0.0,1.5,1.5
398,Diamond Stone\stonedi01,C,19,LAC,7,0,3.4,0.4,1.9,.231,0.0,0.0,,0.4,1.9,.231,.231,0.6,0.6,1.000,0.1,0.7,0.9,0.0,0.0,0.1,0.3,0.7,1.4
399,Rodney Stuckey\stuckro01,PG,30,IND,28,0,18.6,3.0,7.0,.426,0.5,1.6,.333,2.4,5.4,.453,.464,2.6,3.4,.787,0.2,2.1,2.3,2.0,0.5,0.0,1.4,1.3,9.1
400,Jared Sullinger\sullija01,PF,24,TOR,11,1,10.7,1.4,4.4,.313,0.3,1.6,.167,1.1,2.7,.400,.344,0.4,0.7,.500,0.9,1.5,2.5,0.3,0.4,0.1,0.4,1.5,3.4
401,Walter Tavares\tavarwa01,C,24,ATL,1,0,4.0,1.0,1.0,1.000,0.0,0.0,,1.0,1.0,1.000,1.000,0.0,2.0,.000,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0
402,Jeff Teague\teaguje01,PG,28,IND,60,60,32.6,4.9,11.1,.443,1.0,2.9,.349,3.9,8.3,.476,.488,4.6,5.4,.860,0.4,3.8,4.2,8.1,1.4,0.4,2.8,2.2,15.5
403,Mirza Teletovic\teletmi01,PF,31,MIL,48,2,16.0,2.3,6.0,.378,1.5,4.4,.347,0.7,1.6,.467,.507,0.6,0.8,.778,0.2,2.1,2.3,0.7,0.1,0.2,0.7,1.6,6.7
404,Garrett Temple\templga01,SG,30,SAC,49,15,26.6,2.7,6.3,.436,1.2,3.2,.367,1.6,3.0,.510,.531,1.0,1.3,.790,0.6,2.1,2.7,2.3,1.2,0.4,1.0,2.2,7.7
405,Jason Terry\terryja01,SG,39,MIL,50,0,17.2,1.3,3.0,.420,0.9,2.2,.427,0.3,0.8,.400,.577,0.3,0.4,.778,0.2,0.9,1.1,1.3,0.5,0.3,0.5,1.3,3.7
406,Isaiah Thomas\thomais02,PG,27,BOS,56,56,34.5,9.1,19.9,.460,3.2,8.4,.383,5.9,11.4,.516,.541,8.0,8.8,.913,0.6,2.2,2.8,6.2,0.8,0.1,2.7,2.2,29.6
407,Lance Thomas\thomala01,PF,28,NYK,35,8,18.7,1.9,4.7,.394,0.7,1.6,.446,1.1,3.1,.367,.470,0.7,0.9,.813,0.5,1.7,2.3,0.6,0.4,0.1,0.6,1.9,5.2
408,Hollis Thompson\thompho01,SG,25,TOT,34,3,18.3,2.0,5.0,.406,0.8,2.3,.359,1.2,2.7,.446,.488,0.4,0.7,.625,0.4,2.1,2.6,0.9,0.4,0.2,0.3,1.8,5.3
408,Hollis Thompson\thompho01,SG,25,PHI,31,1,18.1,2.1,5.1,.415,0.8,2.3,.366,1.3,2.8,.455,.497,0.4,0.6,.650,0.5,2.2,2.7,0.8,0.5,0.2,0.3,1.8,5.5
408,Hollis Thompson\thompho01,SG,25,NOP,3,2,20.0,1.0,3.7,.273,0.7,2.3,.286,0.3,1.3,.250,.364,0.7,1.3,.500,0.0,1.7,1.7,1.0,0.3,0.0,0.7,1.7,3.3
409,Klay Thompson\thompkl01,SG,26,GSW,57,57,34.1,8.1,17.2,.473,3.3,7.9,.420,4.8,9.3,.519,.570,2.4,2.9,.853,0.7,3.1,3.7,2.1,0.8,0.4,1.8,1.8,22.0
410,Tristan Thompson\thomptr01,C,25,CLE,58,58,30.1,3.3,5.6,.587,0.0,0.1,.000,3.3,5.6,.593,.587,1.5,2.9,.521,3.7,6.0,9.7,0.9,0.5,1.2,0.8,2.3,8.1
411,Marcus Thornton\thornma01,SG,29,WAS,33,1,17.4,2.5,6.4,.400,0.8,2.4,.350,1.7,3.9,.431,.467,0.7,0.8,.852,0.7,1.6,2.3,1.2,0.6,0.1,0.8,1.5,6.6
412,Mike Tobey\tobeymi01,C,22,CHO,2,0,12.5,0.5,2.0,.250,0.0,0.0,,0.5,2.0,.250,.250,0.0,0.0,,1.0,0.5,1.5,0.5,0.0,0.0,0.5,1.0,1.0
413,Anthony Tolliver\tollian01,PF,31,SAC,48,8,23.2,2.4,5.4,.440,1.4,3.6,.390,1.0,1.8,.541,.570,0.9,1.2,.772,0.9,2.9,3.8,1.0,0.6,0.2,0.9,1.6,7.0
414,Karl-Anthony Towns\townska01,C,21,MIN,60,60,36.6,9.3,17.7,.525,1.1,3.3,.344,8.2,14.5,.566,.557,4.3,5.2,.822,3.6,8.6,12.2,2.9,0.7,1.4,2.7,3.0,24.1
