Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PS/G
203,Andre Iguodala\iguodan01,SF,33,GSW,57,0,25.7,2.4,4.9,.493,0.8,2.2,.354,1.6,2.7,.608,.573,0.7,1.0,.712,0.7,3.3,4.0,3.5,1.0,0.4,0.8,1.2,6.4
204,Ersan Ilyasova\ilyaser01,PF,29,TOT,59,40,26.6,5.1,11.7,.433,1.9,5.4,.349,3.2,6.3,.505,.514,1.9,2.5,.772,1.3,4.5,5.9,1.7,0.6,0.3,1.4,2.5,13.9
204,Ersan Ilyasova\ilyaser01,PF,29,OKC,3,0,20.7,2.0,5.3,.375,1.0,4.0,.250,1.0,1.3,.750,.469,0.0,0.0,,0.7,4.7,5.3,0.3,1.0,0.3,1.3,1.7,5.0
204,Ersan Ilyasova\ilyaser01,PF,29,PHI,53,40,27.3,5.4,12.2,.440,2.0,5.6,.359,3.4,6.6,.509,.522,2.1,2.7,.768,1.3,4.6,5.9,1.8,0.6,0.3,1.5,2.5,14.8
204,Ersan Ilyasova\ilyaser01,PF,29,ATL,3,0,19.3,2.3,8.0,.292,0.3,2.7,.125,2.0,5.3,.375,.313,2.0,2.3,.857,1.7,3.7,5.3,1.0,0.3,0.3,1.0,2.3,7.0
205,Joe Ingles\inglejo01,SF,29,UTA,59,15,22.0,2.3,4.9,.466,1.3,3.0,.438,1.0,1.9,.509,.600,0.6,0.8,.809,0.2,2.7,2.9,2.4,1.2,0.1,1.1,1.9,6.5
206,Brandon Ingram\ingrabr01,SF,19,LAL,60,21,28.0,2.9,7.9,.371,0.7,2.4,.299,2.2,5.5,.403,.417,1.7,2.6,.649,0.7,3.3,4.1,2.0,0.5,0.4,1.3,1.9,8.3
207,Kyrie Irving\irvinky01,PG,24,CLE,52,52,35.1,9.2,19.7,.466,2.4,6.2,.383,6.8,13.5,.504,.526,3.9,4.4,.903,0.7,2.6,3.3,6.0,1.2,0.3,2.7,2.1,24.6
208,Jarrett Jack\jackja01,PG,33,NOP,1,0,25.0,2.0,3.0,.667,0.0,1.0,.000,2.0,2.0,1.000,.667,2.0,2.0,1.000,0.0,0.0,0.0,4.0,1.0,0.0,2.0,3.0,6.0
209,Demetrius Jackson\jacksde01,PG,22,BOS,5,0,3.4,0.6,0.8,.750,0.2,0.2,1.000,0.4,0.6,.667,.875,0.6,1.2,.500,0.4,0.4,0.8,0.6,0.0,0.0,0.0,0.0,2.0
210,Pierre Jackson\jackspi01,PG,25,DAL,8,1,10.5,1.6,4.9,.333,0.4,1.4,.273,1.3,3.5,.357,.372,0.8,0.9,.857,0.1,1.0,1.1,2.4,0.3,0.0,0.4,0.6,4.4
211,Reggie Jackson\jacksre01,PG,26,DET,38,38,28.3,5.6,13.0,.426,1.4,3.7,.366,4.2,9.3,.450,.479,2.5,2.9,.856,0.4,1.8,2.2,5.5,0.8,0.1,2.4,2.6,15.0
212,LeBron James\jamesle01,SF,32,CLE,54,54,37.5,9.6,17.7,.541,1.7,4.4,.387,7.9,13.3,.592,.589,4.8,6.9,.691,1.1,6.7,7.9,8.9,1.4,0.6,4.3,1.7,25.7
213,Al Jefferson\jeffeal01,C,32,IND,57,1,14.6,3.7,7.4,.506,0.0,0.0,.000,3.7,7.4,.507,.506,1.1,1.4,.772,1.2,3.1,4.3,0.9,0.3,0.3,0.5,1.9,8.5
214,Richard Jefferson\jefferi01,SF,36,CLE,57,8,19.9,1.8,4.2,.434,0.7,2.3,.302,1.2,2.0,.584,.514,1.1,1.4,.763,0.4,2.0,2.4,1.0,0.3,0.1,0.7,1.8,5.4
215,John Jenkins\jenkijo01,SG,25,PHO,4,0,3.3,0.5,1.3,.400,0.3,0.5,.500,0.3,0.8,.333,.500,0.5,0.5,1.000,0.0,0.3,0.3,0.3,0.0,0.0,0.0,0.0,1.8
216,Brandon Jennings\jennibr01,PG,27,NYK,58,11,24.6,2.8,7.4,.380,1.2,3.4,.340,1.6,3.9,.415,.459,1.8,2.3,.756,0.4,2.2,2.6,4.9,0.9,0.1,1.8,1.4,8.6
217,Jonas Jerebko\jerebjo01,PF,29,BOS,59,5,16.6,1.6,3.6,.441,0.6,1.8,.346,1.0,1.8,.533,.526,0.4,0.4,.840,0.8,2.6,3.4,0.9,0.4,0.3,0.6,1.7,4.1
218,Amir Johnson\johnsam01,PF,29,BOS,59,56,19.7,2.6,4.6,.572,0.3,0.8,.400,2.3,3.8,.607,.606,0.8,1.2,.662,1.5,3.1,4.6,1.7,0.5,0.7,0.9,2.6,6.3
219,Brice Johnson\johnsbr02,PF,22,LAC,1,0,3.0,0.0,1.0,.000,0.0,0.0,,0.0,1.0,.000,.000,0.0,0.0,,1.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0
220,James Johnson\johnsja01,PF,29,MIA,55,0,26.5,4.5,9.5,.478,1.1,3.3,.344,3.4,6.2,.548,.537,1.8,2.6,.706,0.9,4.0,4.9,3.4,0.9,1.1,2.3,2.7,12.0
221,Joe Johnson\johnsjo02,SF,35,UTA,58,8,22.6,3.2,7.3,.438,1.2,3.0,.402,2.0,4.3,.462,.520,0.7,0.9,.811,0.4,2.6,3.0,1.7,0.4,0.2,0.9,1.2,8.4
222,Stanley Johnson\johnsst04,SF,20,DET,55,0,16.6,1.6,4.1,.400,0.5,1.6,.311,1.1,2.5,.459,.462,0.5,0.8,.667,0.4,1.8,2.3,1.3,0.7,0.3,0.8,1.6,4.3
223,Tyler Johnson\johnsty01,PG,24,MIA,52,0,30.5,4.9,11.4,.431,1.2,3.5,.356,3.7,7.9,.464,.485,2.7,3.6,.763,0.7,3.5,4.2,3.3,1.2,0.7,1.1,2.5,13.8
224,Wesley Johnson\johnswe01,SF,29,LAC,51,3,12.9,1.2,3.2,.376,0.5,1.8,.277,0.7,1.4,.507,.455,0.2,0.3,.647,0.5,2.6,3.1,0.4,0.5,0.5,0.3,1.4,3.2
225,Nikola Jokic\jokicni01,C,21,DEN,52,38,26.8,6.3,11.0,.573,0.6,1.7,.348,5.7,9.3,.614,.600,2.4,2.9,.816,3.1,5.8,8.9,4.4,0.8,0.8,2.1,3.1,15.6
226,Damian Jones\jonesda03,C,21,GSW,8,0,5.6,0.5,0.9,.571,0.0,0.0,,0.5,0.9,.571,.571,0.4,0.8,.500,0.8,0.6,1.4,0.0,0.1,0.3,0.6,1.1,1.4
227,Derrick Jones\jonesde02,SF,19,PHO,9,0,5.3,0.9,1.2,.727,0.0,0.0,,0.9,1.2,.727,.727,0.3,0.3,1.000,0.3,0.2,0.6,0.3,0.1,0.2,0.4,0.2,2.1
228,James Jones\jonesja02,SF,36,CLE,37,1,7.2,1.0,1.8,.554,0.8,1.3,.592,0.2,0.4,.438,.777,0.2,0.4,.643,0.1,0.6,0.6,0.2,0.1,0.2,0.2,0.7,3.0
229,Terrence Jones\joneste01,PF,25,NOP,51,12,24.8,4.5,9.6,.473,0.4,1.5,.253,4.2,8.1,.513,.493,2.0,3.3,.606,1.3,4.7,5.9,1.1,0.8,1.0,0.9,1.3,11.5
230,Tyus Jones\jonesty01,PG,20,MIN,38,0,12.4,1.2,3.0,.400,0.6,1.5,.375,0.7,1.6,.424,.491,0.6,0.8,.767,0.2,0.8,1.0,2.4,0.7,0.1,0.6,0.8,3.6
231,DeAndre Jordan\jordade01,C,28,LAC,59,59,31.5,4.9,7.0,.696,0.0,0.0,.000,4.9,7.0,.697,.696,2.5,5.0,.503,3.6,10.1,13.7,1.2,0.6,1.7,1.6,2.7,12.3
232,Cory Joseph\josepco01,SG,25,TOR,58,4,23.2,3.4,7.7,.443,0.5,1.3,.382,2.9,6.4,.456,.476,1.3,1.6,.787,0.6,2.0,2.6,2.9,0.8,0.1,1.1,1.7,8.6
233,Frank Kaminsky\kaminfr01,C,23,CHO,57,14,25.5,4.2,10.5,.395,1.4,4.5,.316,2.7,6.0,.453,.463,1.5,1.9,.757,0.8,3.9,4.7,2.1,0.8,0.5,1.0,1.8,11.2
234,Enes Kanter\kanteen01,C,24,OKC,49,0,21.6,5.6,10.0,.555,0.1,0.7,.156,5.5,9.4,.583,.560,3.1,3.9,.789,2.6,4.1,6.8,1.1,0.4,0.7,1.7,2.2,14.3
235,Ryan Kelly\kellyry01,PF,25,ATL,10,0,5.0,0.3,1.0,.300,0.2,0.5,.400,0.1,0.5,.200,.400,0.2,0.2,1.000,0.0,1.0,1.0,0.5,0.4,0.2,0.2,0.3,1.0
236,Michael Kidd-Gilchrist\kiddgmi01,SF,23,CHO,58,58,29.7,3.5,7.7,.454,0.0,0.2,.111,3.5,7.6,.461,.455,1.9,2.4,.775,2.1,5.6,7.7,1.4,0.9,1.0,0.7,2.3,8.9
237,Sean Kilpatrick\kilpase01,SG,27,BRK,57,24,25.9,4.5,10.9,.413,1.5,4.5,.345,2.9,6.4,.460,.484,2.8,3.4,.825,0.3,3.8,4.1,2.3,0.7,0.1,2.2,1.8,13.3
238,Brandon Knight\knighbr03,SG,25,PHO,54,5,21.1,3.9,9.7,.398,0.8,2.6,.324,3.0,7.1,.425,.441,2.4,2.9,.857,0.4,1.8,2.2,2.4,0.5,0.1,1.6,1.6,11.0
239,Kyle Korver\korveky01,SG,35,TOT,54,21,27.1,3.7,7.8,.474,2.4,5.3,.455,1.3,2.5,.515,.628,0.6,0.6,.886,0.1,2.8,2.9,1.8,0.6,0.3,1.1,1.6,10.4
239,Kyle Korver\korveky01,SG,35,ATL,32,21,27.9,3.4,7.7,.441,2.0,5.0,.409,1.3,2.7,.500,.573,0.8,0.8,.889,0.0,2.8,2.8,2.3,0.7,0.4,1.3,1.5,9.5
239,Kyle Korver\korveky01,SG,35,CLE,22,0,25.9,4.2,8.0,.520,3.0,5.8,.512,1.2,2.3,.540,.703,0.3,0.4,.875,0.3,2.7,3.0,1.0,0.5,0.2,1.0,1.7,11.6
240,Kosta Koufos\koufoko01,C,27,SAC,60,51,19.3,2.9,4.9,.583,0.0,0.0,.000,2.9,4.9,.585,.583,0.5,0.9,.566,1.6,3.9,5.5,0.6,0.5,0.6,0.9,2.3,6.2
241,Mindaugas Kuzminskas\kuzmimi01,SF,27,NYK,50,3,14.3,2.1,5.1,.417,0.8,2.4,.314,1.4,2.7,.511,.492,0.7,0.9,.795,0.6,1.1,1.8,1.0,0.5,0.2,0.7,1.2,5.7
242,Skal Labissiere\labissk01,PF,20,SAC,11,0,9.4,1.5,3.1,.500,0.0,0.1,.000,1.5,3.0,.515,.500,0.9,1.2,.769,1.3,1.8,3.1,0.4,0.4,0.1,0.5,0.5,4.0
243,Jeremy Lamb\lambje01,SG,24,CHO,39,3,17.7,3.4,7.8,.439,0.6,2.4,.253,2.8,5.4,.524,.479,1.9,2.3,.824,0.5,3.9,4.4,1.1,0.3,0.3,0.6,1.6,9.4
244,Nicolas Laprovittola\laproni01,PG,27,SAS,18,3,9.7,1.1,2.6,.426,0.6,1.5,.370,0.6,1.1,.500,.532,0.5,0.5,1.000,0.1,0.5,0.6,1.6,0.2,0.1,1.1,1.1,3.3
245,Joffrey Lauvergne\lauvejo01,C,25,TOT,51,0,14.5,2.2,4.8,.453,0.5,1.5,.346,1.6,3.3,.503,.508,0.7,1.1,.638,1.0,2.6,3.6,1.0,0.3,0.1,0.8,1.4,5.6
245,Joffrey Lauvergne\lauvejo01,C,25,OKC,50,0,14.8,2.2,4.9,.455,0.5,1.6,.346,1.7,3.3,.506,.510,0.7,1.2,.638,1.0,2.6,3.7,1.0,0.3,0.1,0.8,1.4,5.7
245,Joffrey Lauvergne\lauvejo01,C,25,CHI,1,0,2.0,0.0,1.0,.000,0.0,0.0,,0.0,1.0,.000,.000,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
246,Zach LaVine\lavinza01,SG,21,MIN,47,47,37.2,6.9,15.1,.459,2.6,6.6,.387,4.4,8.5,.515,.544,2.5,3.0,.836,0.4,3.0,3.4,3.0,0.9,0.2,1.8,2.2,18.9
247,Ty Lawson\lawsoty01,PG,29,SAC,54,18,24.9,3.2,7.4,.430,0.5,1.8,.286,2.7,5.6,.477,.465,2.0,2.5,.806,0.7,1.9,2.6,4.6,1.1,0.1,1.8,1.5,8.9
248,Jake Layman\laymaja01,SF,22,POR,25,0,6.2,0.8,2.3,.333,0.4,1.6,.256,0.4,0.7,.500,.421,0.4,0.5,.692,0.1,0.5,0.6,0.3,0.2,0.1,0.2,0.6,2.3
249,Courtney Lee\leeco01,SG,31,NYK,55,52,31.5,4.1,8.8,.464,1.5,3.6,.426,2.6,5.2,.490,.551,0.8,1.0,.833,0.7,2.6,3.3,2.1,0.9,0.3,0.8,1.8,10.5
250,David Lee\leeda02,PF,33,SAS,57,7,18.6,3.1,5.3,.593,0.0,0.0,,3.1,5.3,.593,.593,1.0,1.5,.702,1.8,3.8,5.6,1.6,0.4,0.4,1.0,1.6,7.3
251,Alex Len\lenal01,C,23,PHO,56,13,19.8,2.8,5.7,.494,0.0,0.1,.200,2.8,5.6,.498,.495,1.8,2.5,.725,1.9,4.5,6.4,0.6,0.4,1.3,1.3,3.0,7.4
252,Kawhi Leonard\leonaka01,SF,25,SAS,53,53,33.3,8.6,17.6,.487,2.0,5.1,.387,6.6,12.5,.528,.543,6.6,7.4,.893,1.2,4.6,5.8,3.3,1.8,0.7,2.1,1.6,25.8
253,Meyers Leonard\leoname01,PF,24,POR,50,7,16.3,1.9,5.3,.363,1.0,3.1,.333,0.9,2.3,.404,.459,0.6,0.7,.882,0.4,2.9,3.3,0.9,0.1,0.4,0.5,2.3,5.5
254,Jon Leuer\leuerjo01,PF,27,DET,53,22,27.3,4.5,8.8,.504,0.8,2.5,.316,3.7,6.3,.579,.549,1.5,1.6,.885,1.4,4.4,5.7,1.7,0.4,0.4,0.9,2.1,11.2
255,Caris LeVert\leverca01,SF,22,BRK,33,2,20.3,2.5,5.9,.418,0.9,3.2,.298,1.5,2.8,.554,.497,1.1,1.5,.725,0.3,2.5,2.8,1.8,0.9,0.2,1.1,1.4,7.0
256,DeAndre Liggins\liggide01,SG,28,CLE,47,19,13.9,1.0,2.5,.395,0.4,0.9,.386,0.6,1.6,.400,.466,0.4,0.7,.677,0.3,1.4,1.6,1.0,0.8,0.3,0.7,1.4,2.8
257,Damian Lillard\lillada01,PG,26,POR,53,53,35.9,8.5,19.4,.436,2.6,7.3,.355,5.9,12.2,.484,.502,6.4,7.1,.899,0.7,4.3,4.9,5.8,0.7,0.3,2.6,2.3,25.9
258,Jeremy Lin\linje01,PG,28,BRK,14,11,23.6,4.8,10.1,.472,1.3,3.7,.346,3.5,6.4,.544,.535,2.2,3.1,.721,0.1,2.8,2.9,5.5,1.2,0.5,2.4,1.1,13.1
259,Shaun Livingston\livinsh01,PG,31,GSW,54,1,17.3,2.4,4.2,.564,0.0,0.0,.000,2.4,4.2,.566,.564,0.5,0.8,.595,0.4,1.6,1.9,1.7,0.5,0.2,0.8,1.5,5.2
260,Kevon Looney\looneke01,C,20,GSW,45,3,9.0,1.2,2.0,.578,0.0,0.2,.250,1.1,1.8,.610,.589,0.5,0.7,.656,0.8,1.6,2.4,0.6,0.3,0.4,0.3,1.4,2.8
261,Brook Lopez\lopezbr01,C,28,BRK,53,53,29.6,7.3,15.5,.468,1.8,5.1,.342,5.5,10.4,.531,.525,4.2,5.1,.821,1.5,3.5,5.1,2.6,0.5,1.8,2.4,2.6,20.5
262,Robin Lopez\lopezro01,C,28,CHI,59,59,28.0,4.5,9.2,.494,0.0,0.0,.000,4.5,9.2,.494,.494,0.9,1.3,.688,3.3,3.5,6.8,0.9,0.2,1.5,1.0,1.8,10.0
263,Kevin Love\loveke01,PF,28,CLE,46,46,31.9,6.3,14.8,.429,2.6,6.7,.384,3.8,8.1,.466,.516,4.7,5.4,.876,2.5,8.6,11.1,1.9,0.9,0.4,2.1,1.8,20.0
264,Kyle Lowry\lowryky01,PG,30,TOR,56,56,37.7,7.2,15.5,.463,3.3,7.9,.417,3.9,7.6,.512,.570,5.1,6.1,.826,0.8,3.9,4.8,6.9,1.4,0.3,2.8,2.9,22.8
265,John Lucas III\lucasjo02,PG,34,MIN,5,0,2.2,0.2,0.8,.250,0.0,0.2,.000,0.2,0.6,.333,.250,0.0,0.0,,0.0,0.0,0.0,0.2,0.4,0.0,0.0,0.0,0.4
266,Timothe Luwawu-Cabarrot\luwawti01,SF,21,PHI,46,1,11.7,1.2,3.1,.390,0.3,1.1,.294,0.9,2.0,.444,.443,1.1,1.4,.800,0.3,1.1,1.4,0.7,0.2,0.1,0.9,1.7,3.8
267,Trey Lyles\lylestr01,PF,21,UTA,57,4,18.3,2.6,7.0,.378,1.1,3.3,.323,1.6,3.7,.429,.455,0.9,1.2,.718,0.8,2.9,3.7,1.2,0.4,0.3,1.0,1.4,7.3
268,Shelvin Mack\macksh01,PG,26,UTA,46,9,21.4,3.0,6.7,.440,0.7,2.1,.316,2.3,4.6,.498,.490,0.8,1.2,.660,0.3,1.8,2.2,2.8,0.8,0.0,1.8,1.7,7.3
269,Ian Mahinmi\mahinia01,C,30,WAS,7,0,12.9,0.7,1.6,.455,0.0,0.0,,0.7,1.6,.455,.455,1.4,2.7,.526,0.6,2.0,2.6,0.1,0.7,0.4,1.0,2.3,2.9
270,Thon Maker\makerth01,PF,19,MIL,33,10,7.7,1.2,2.6,.471,0.6,1.2,.500,0.6,1.4,.447,.582,0.5,0.8,.630,0.5,1.2,1.6,0.2,0.2,0.4,0.3,1.3,3.5
271,Boban Marjanovic\marjabo01,C,28,DET,23,0,6.9,1.4,3.0,.471,0.0,0.0,,1.4,3.0,.471,.471,0.9,1.2,.778,1.3,2.0,3.3,0.2,0.1,0.3,0.3,0.5,3.7
272,Jarell Martin\martija01,PF,22,MEM,40,3,13.5,1.4,3.6,.375,0.2,0.7,.346,1.1,3.0,.381,.406,1.0,1.2,.792,0.9,3.0,3.9,0.2,0.4,0.2,0.7,2.3,3.9
273,Wesley Matthews\matthwe02,SG,30,DAL,56,56,35.3,5.0,12.5,.404,2.6,7.0,.379,2.4,5.5,.436,.510,2.3,2.8,.825,0.2,3.4,3.6,2.5,1.1,0.2,1.4,2.2,15.0
274,Luc Mbah a Moute\mbahalu01,PF,30,LAC,57,53,22.5,2.3,4.7,.481,0.6,1.4,.390,1.7,3.3,.521,.541,0.8,1.1,.719,0.7,1.6,2.3,0.4,1.1,0.5,0.6,1.7,5.9
275,James Michael McAdoo\mcadoja01,PF,24,GSW,32,0,9.2,1.3,2.4,.566,0.0,0.1,.000,1.3,2.3,.589,.566,0.3,0.6,.444,0.6,1.0,1.6,0.4,0.3,0.5,0.4,1.0,2.9
276,Patrick McCaw\mccawpa01,SG,21,GSW,49,4,12.6,1.2,3.0,.415,0.6,1.7,.341,0.7,1.3,.516,.514,0.3,0.4,.682,0.2,0.9,1.1,0.9,0.3,0.2,0.4,0.8,3.4
277,Sheldon McClellan\mcclesh01,SG,24,WAS,26,3,9.6,0.9,2.5,.375,0.2,1.0,.231,0.7,1.5,.474,.422,0.7,0.8,.857,0.2,1.0,1.2,0.6,0.3,0.1,0.1,0.6,2.8
278,C.J. McCollum\mccolcj01,SG,25,POR,58,58,34.6,8.7,18.2,.480,2.4,5.9,.409,6.3,12.3,.513,.546,3.4,3.9,.893,0.8,2.8,3.7,3.6,1.0,0.6,2.3,2.9,23.3
279,T.J. McConnell\mccontj01,PG,24,PHI,58,28,25.0,2.7,5.8,.472,0.1,0.6,.235,2.6,5.2,.498,.484,0.7,0.9,.755,0.4,2.6,3.0,6.1,1.5,0.1,1.8,1.8,6.3
280,Chris McCullough\mcculch01,PF,21,BRK,14,0,5.1,1.1,2.2,.516,0.1,0.4,.167,1.1,1.8,.600,.532,0.1,0.2,.667,0.6,0.6,1.2,0.1,0.1,0.1,0.1,0.5,2.5
281,K.J. McDaniels\mcdankj01,SF,23,TOT,30,0,7.1,1.0,2.3,.456,0.3,0.9,.333,0.7,1.4,.537,.522,0.3,0.3,.900,0.2,0.8,1.0,0.1,0.2,0.3,0.3,0.8,2.7
281,K.J. McDaniels\mcdankj01,SF,23,HOU,29,0,7.3,1.1,2.3,.456,0.3,0.9,.333,0.8,1.4,.537,.522,0.3,0.3,.900,0.2,0.8,1.0,0.1,0.2,0.3,0.3,0.8,2.8
281,K.J. McDaniels\mcdankj01,SF,23,BRK,1,0,2.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
282,Doug McDermott\mcderdo01,SF,25,TOT,46,4,24.3,3.7,8.4,.442,1.2,3.3,.368,2.5,5.1,.489,.514,1.3,1.5,.884,0.3,2.7,3.0,1.0,0.2,0.1,0.7,1.3,9.9
282,Doug McDermott\mcderdo01,SF,25,CHI,44,4,24.5,3.8,8.5,.445,1.3,3.4,.376,2.5,5.1,.491,.520,1.3,1.5,.881,0.3,2.6,3.0,1.0,0.3,0.1,0.7,1.3,10.2
282,Doug McDermott\mcderdo01,SF,25,OKC,2,0,21.0,2.0,6.0,.333,0.0,1.5,.000,2.0,4.5,.444,.333,1.0,1.0,1.000,1.0,3.5,4.5,0.5,0.0,0.0,1.0,1.5,5.0
283,JaVale McGee\mcgeeja01,C,29,GSW,54,10,9.6,2.7,4.1,.652,0.0,0.1,.000,2.7,4.1,.664,.652,0.6,1.4,.479,1.2,1.9,3.1,0.2,0.2,0.7,0.6,1.4,6.1
284,Rodney McGruder\mcgruro01,SG,25,MIA,56,43,26.0,2.4,5.9,.407,1.0,2.8,.350,1.4,3.1,.459,.491,0.6,0.9,.660,1.3,2.1,3.4,1.5,0.7,0.2,0.7,1.8,6.4
285,Ben McLemore\mclembe01,SG,23,SAC,45,24,18.5,2.6,6.2,.420,1.0,2.7,.388,1.6,3.6,.444,.504,0.8,1.0,.800,0.3,1.3,1.6,0.8,0.5,0.1,0.9,1.5,7.1
286,Jordan McRae\mcraejo01,SG,25,CLE,37,4,10.4,1.6,4.1,.387,0.5,1.4,.353,1.1,2.7,.404,.447,0.7,0.9,.794,0.2,0.9,1.1,0.5,0.2,0.2,0.4,0.8,4.4
287,Josh McRoberts\mcrobjo01,PF,29,MIA,22,14,17.3,2.0,5.4,.373,0.6,1.4,.419,1.4,4.0,.356,.428,0.3,0.4,.667,1.0,2.3,3.4,2.3,0.5,0.2,1.0,1.4,4.9
288,Jodie Meeks\meeksjo01,SG,29,ORL,24,9,21.7,2.9,7.0,.417,1.5,3.7,.404,1.4,3.3,.430,.524,1.6,1.8,.905,0.1,2.1,2.3,1.5,1.2,0.1,1.0,1.2,8.9
289,Salah Mejri\mejrisa01,C,30,DAL,53,11,13.1,1.2,1.7,.663,0.0,0.0,.000,1.2,1.7,.678,.663,0.4,0.7,.639,1.4,3.1,4.5,0.2,0.5,1.0,0.6,2.3,2.7
290,Jordan Mickey\mickejo01,PF,22,BOS,18,1,6.6,0.8,1.7,.484,0.0,0.1,.000,0.8,1.7,.500,.484,0.3,0.6,.600,0.7,0.9,1.6,0.3,0.1,0.2,0.4,0.6,2.0
291,Khris Middleton\middlkh01,SG,25,MIL,6,1,22.0,3.3,8.2,.408,0.7,1.5,.444,2.7,6.7,.400,.449,2.5,2.8,.882,0.2,2.8,3.0,3.3,1.0,0.2,1.3,2.7,9.8
292,C.J. Miles\milescj01,SF,29,IND,54,17,23.0,3.7,8.4,.441,2.2,5.2,.428,1.5,3.2,.462,.574,1.0,1.2,.875,0.3,2.6,2.9,0.6,0.6,0.4,0.5,2.1,10.7
293,Mike Miller\millemi01,SF,36,DEN,15,0,5.5,0.4,0.9,.429,0.4,0.8,.500,0.0,0.1,.000,.643,0.1,0.1,1.000,0.1,1.2,1.3,0.8,0.1,0.0,0.6,0.5,1.3
294,Patty Mills\millspa02,PG,28,SAS,57,4,21.2,3.5,7.8,.453,1.8,4.2,.425,1.8,3.6,.485,.567,0.9,1.0,.847,0.3,1.5,1.8,3.3,0.8,0.0,1.3,1.4,9.8
295,Paul Millsap\millspa01,PF,31,ATL,56,56,33.9,6.2,14.2,.438,1.2,3.6,.320,5.1,10.6,.479,.479,4.3,5.6,.763,1.6,6.2,7.8,3.7,1.4,0.9,2.2,2.7,17.8
296,Nikola Mirotic\mirotni01,PF,25,CHI,50,2,22.9,3.2,8.2,.389,1.5,4.9,.309,1.7,3.3,.509,.482,1.4,1.9,.766,0.7,4.6,5.3,0.9,0.7,0.8,1.1,1.7,9.3
297,Greg Monroe\monrogr01,C,26,MIL,57,0,22.0,4.6,8.7,.532,0.0,0.0,.000,4.6,8.6,.535,.532,2.3,3.1,.732,2.0,4.7,6.7,2.2,1.3,0.5,1.6,1.9,11.5
298,E'Twaun Moore\mooreet01,SG,27,NOP,53,21,24.7,3.9,8.6,.455,1.1,2.9,.392,2.8,5.7,.487,.521,0.7,0.9,.776,0.5,1.7,2.2,2.2,0.8,0.5,0.9,1.9,9.7
299,Marcus Morris\morrima03,SF,27,DET,58,58,33.2,5.4,12.8,.421,1.6,4.7,.338,3.8,8.2,.469,.483,1.8,2.3,.802,1.0,3.8,4.8,2.1,0.8,0.3,1.2,2.0,14.2
300,Markieff Morris\morrima02,PF,27,WAS,55,55,31.9,5.5,12.2,.455,1.0,2.7,.362,4.6,9.5,.481,.495,2.6,3.2,.819,1.5,5.3,6.8,1.8,1.2,0.5,1.9,3.4,14.7
301,Anthony Morrow\morroan01,SG,31,OKC,40,7,15.7,2.2,5.6,.387,0.9,3.0,.294,1.3,2.6,.495,.466,0.6,0.7,.885,0.3,0.5,0.7,0.5,0.5,0.1,0.2,1.0,5.8
302,Donatas Motiejunas\motiedo01,PF,26,NOP,22,0,16.0,1.8,4.0,.460,0.4,1.5,.281,1.4,2.5,.564,.511,0.8,1.6,.500,0.8,2.6,3.4,1.3,0.6,0.3,1.1,2.1,4.9
303,Timofey Mozgov\mozgoti01,C,30,LAL,53,52,20.5,3.1,6.1,.511,0.0,0.0,.000,3.1,6.1,.512,.511,1.2,1.4,.803,1.9,3.0,4.9,0.8,0.3,0.6,1.3,2.4,7.4
304,Emmanuel Mudiay\mudiaem01,PG,20,DEN,45,41,27.6,4.0,10.8,.368,1.1,3.5,.308,2.9,7.3,.398,.419,2.5,3.2,.778,0.6,2.9,3.5,4.1,0.8,0.3,2.4,1.8,11.5
305,Shabazz Muhammad\muhamsh01,SF,24,MIN,56,0,19.4,3.4,7.2,.471,0.8,1.9,.410,2.6,5.3,.493,.525,1.8,2.3,.787,1.0,1.8,2.8,0.5,0.3,0.1,0.7,1.1,9.3
306,Dejounte Murray\murrade01,PG,20,SAS,33,6,7.7,1.3,3.0,.434,0.2,0.6,.421,1.1,2.4,.438,.475,0.5,0.8,.720,0.2,0.8,0.9,1.1,0.2,0.2,1.0,0.7,3.4
307,Jamal Murray\murraja01,SG,19,DEN,59,3,19.9,3.1,8.1,.386,1.3,3.9,.329,1.9,4.3,.438,.465,1.2,1.4,.867,0.6,2.0,2.5,1.7,0.5,0.3,1.3,1.4,8.8
308,Mike Muscala\muscami01,C,25,ATL,53,3,19.1,2.7,5.3,.505,0.7,1.7,.404,2.0,3.6,.553,.570,0.9,1.1,.767,1.2,2.5,3.7,1.4,0.5,0.7,0.8,1.5,6.9
309,Larry Nance Jr.\nancela02,PF,24,LAL,41,0,22.1,2.9,5.3,.548,0.0,0.3,.154,2.9,5.0,.573,.553,0.8,1.1,.723,1.8,3.8,5.6,1.5,1.2,0.7,0.9,2.3,6.7
310,Shabazz Napier\napiesh01,PG,25,POR,34,0,8.3,1.2,3.1,.396,0.6,1.9,.344,0.6,1.2,.476,.500,0.5,0.7,.720,0.1,0.8,0.9,1.0,0.6,0.0,0.7,0.6,3.6
