Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
209,Demetrius Jackson\jacksde01,PG,22,BOS,5,17,31.2,.753,.250,1.500,13.2,13.2,13.2,28.2,0.0,0.0,0.0,17.4,,0.1,0.0,0.1,.387,,9.5,-3.0,6.4,0.0
210,Pierre Jackson\jackspi01,PG,25,DAL,8,84,13.3,.416,.282,.179,1.3,11.7,6.3,38.0,1.2,0.0,6.7,25.4,,0.0,0.1,0.0,.026,,-1.6,-2.7,-4.2,0.0
211,Reggie Jackson\jacksre01,PG,26,DET,38,1077,15.5,.523,.287,.224,1.6,7.3,4.4,31.1,1.4,0.2,14.2,26.2,,0.8,0.9,1.8,.078,,1.1,-1.8,-0.7,0.4
212,LeBron James\jamesle01,SF,32,CLE,54,2026,26.3,.618,.249,.392,3.5,19.1,11.6,41.7,1.8,1.3,17.0,29.4,,6.9,2.4,9.3,.220,,6.3,1.8,8.1,5.1
213,Al Jefferson\jeffeal01,C,32,IND,57,832,19.4,.534,.002,.188,9.2,23.2,16.3,11.3,1.0,1.6,5.8,26.0,,1.3,0.9,2.2,.126,,-1.0,-1.6,-2.5,-0.1
214,Richard Jefferson\jefferi01,SF,36,CLE,57,1136,7.8,.559,.533,.331,2.2,10.9,6.7,6.6,0.7,0.4,12.1,12.2,,0.8,0.6,1.5,.061,,-1.5,-0.9,-2.5,-0.1
215,John Jenkins\jenkijo01,SG,25,PHO,4,13,17.6,.595,.400,.400,0.0,8.8,4.3,11.7,0.0,0.0,0.0,19.1,,0.0,0.0,0.0,.173,,1.5,-5.5,-4.0,0.0
216,Brandon Jennings\jennibr01,PG,27,NYK,58,1428,12.7,.508,.466,.315,1.6,9.7,5.7,28.3,1.9,0.3,18.0,17.9,,0.9,0.6,1.5,.052,,-0.3,-2.1,-2.4,-0.1
217,Jonas Jerebko\jerebjo01,PF,29,BOS,59,981,9.5,.547,.493,.118,5.4,17.6,11.5,7.5,1.3,1.3,13.3,11.7,,0.6,0.9,1.6,.077,,-2.0,0.3,-1.7,0.1
218,Amir Johnson\johnsam01,PF,29,BOS,59,1160,14.9,.621,.167,.264,8.7,17.6,13.1,13.0,1.4,3.0,15.2,13.6,,2.2,1.3,3.5,.145,,-0.1,1.9,1.8,1.1
219,Brice Johnson\johnsbr02,PF,22,LAC,1,3,-13.6,.000,.000,.000,37.7,36.2,36.9,0.0,0.0,0.0,50.0,29.6,,0.0,0.0,0.0,-0.584,,-26.0,-8.6,-34.6,0.0
220,James Johnson\johnsja01,PF,29,MIA,55,1457,16.3,.566,.345,.274,3.7,16.8,10.2,20.4,1.7,3.2,17.5,21.6,,1.1,2.2,3.2,.107,,0.2,2.1,2.4,1.6
221,Joe Johnson\johnsjo02,SF,35,UTA,58,1310,12.1,.541,.409,.125,2.1,12.7,7.6,12.2,1.0,0.6,10.0,17.8,,1.1,1.6,2.7,.097,,-0.4,0.1,-0.4,0.5
222,Stanley Johnson\johnsst04,SF,20,DET,55,914,8.8,.485,.400,.187,2.8,12.4,7.5,10.9,2.1,1.7,15.9,14.1,,-0.3,1.2,0.9,.046,,-2.8,2.0,-0.8,0.3
223,Tyler Johnson\johnsty01,PG,24,MIA,52,1587,16.2,.531,.304,.314,2.5,12.7,7.6,16.8,2.0,1.8,7.5,20.4,,2.4,2.1,4.4,.134,,0.9,1.0,2.0,1.6
224,Wesley Johnson\johnswe01,SF,29,LAC,51,657,9.8,.467,.570,.103,4.3,22.3,13.5,4.4,2.0,3.1,8.0,12.7,,-0.1,1.0,1.0,.070,,-2.8,1.8,-1.0,0.2
225,Nikola Jokic\jokicni01,C,21,DEN,52,1393,25.7,.634,.155,.265,12.6,24.5,18.5,26.9,1.4,2.4,14.5,22.7,,5.3,1.1,6.4,.220,,6.1,1.7,7.8,3.4
226,Damian Jones\jonesda03,C,21,GSW,8,45,5.9,.571,.000,.857,15.7,11.4,13.4,0.0,1.1,3.5,34.2,14.0,,0.0,0.1,0.0,.030,,-6.0,-1.8,-7.8,-0.1
227,Derrick Jones\jonesde02,SF,19,PHO,9,48,16.8,.771,.000,.273,6.7,4.8,5.8,9.7,1.0,3.4,24.5,14.4,,0.1,0.0,0.1,.114,,-0.3,-0.5,-0.8,0.0
228,James Jones\jonesja02,SF,36,CLE,37,265,14.6,.773,.754,.215,0.9,8.9,5.0,4.4,0.7,2.4,9.0,13.0,,0.7,0.2,0.9,.159,,2.2,-1.6,0.6,0.2
229,Terrence Jones\joneste01,PF,25,NOP,51,1264,16.3,.519,.154,.348,5.4,20.0,12.6,7.5,1.5,3.4,7.9,21.4,,0.5,1.7,2.3,.086,,-2.6,1.0,-1.6,0.1
230,Tyus Jones\jonesty01,PG,20,MIN,38,471,13.7,.530,.487,.261,1.7,8.0,4.8,27.0,2.8,0.4,14.6,14.1,,0.7,0.3,1.0,.105,,0.1,-1.9,-1.8,0.0
231,DeAndre Jordan\jordade01,C,28,LAC,59,1858,21.0,.666,.002,.715,12.9,34.7,24.1,5.6,1.0,4.3,14.7,15.3,,4.6,3.3,8.0,.206,,0.4,2.9,3.3,2.5
232,Cory Joseph\josepco01,SG,25,TOR,58,1346,13.1,.511,.169,.209,2.8,10.0,6.4,18.5,1.7,0.3,11.1,18.3,,1.3,0.9,2.2,.079,,-0.6,-1.0,-1.6,0.1
233,Frank Kaminsky\kaminfr01,C,23,CHO,57,1456,13.0,.492,.427,.185,3.4,16.2,9.9,13.6,1.5,1.6,8.1,21.7,,0.1,1.8,1.9,.061,,-1.0,0.1,-0.9,0.4
234,Enes Kanter\kanteen01,C,24,OKC,49,1058,24.1,.609,.065,.386,13.5,20.9,17.2,8.9,1.0,2.4,12.5,26.4,,3.0,1.3,4.3,.195,,1.1,-1.3,-0.2,0.5
235,Ryan Kelly\kellyry01,PF,25,ATL,10,50,11.4,.460,.500,.200,0.0,21.6,11.0,13.7,3.9,3.4,15.5,11.3,,0.0,0.1,0.1,.096,,-4.5,4.6,0.1,0.0
236,Michael Kidd-Gilchrist\kiddgmi01,SF,23,CHO,58,1721,13.3,.507,.020,.318,7.5,20.2,13.9,7.3,1.4,2.9,7.8,14.3,,1.5,2.5,4.0,.112,,-2.6,2.5,-0.1,0.8
237,Sean Kilpatrick\kilpase01,SG,27,BRK,57,1477,12.2,.539,.411,.313,1.3,15.1,8.3,14.4,1.3,0.3,15.0,24.0,,-0.2,0.7,0.4,.014,,-1.8,-1.7,-3.5,-0.6
238,Brandon Knight\knighbr03,SG,25,PHO,54,1140,12.6,.502,.265,.293,2.3,9.6,5.8,18.0,1.1,0.4,12.9,25.2,,0.2,0.2,0.5,.020,,-1.5,-3.0,-4.5,-0.7
239,Kyle Korver\korveky01,SG,35,TOT,54,1464,12.4,.641,.678,.083,0.5,11.0,5.9,9.8,1.1,1.0,12.2,14.9,,1.9,1.3,3.2,.105,,0.9,-0.6,0.2,0.8
239,Kyle Korver\korveky01,SG,35,ATL,32,894,11.0,.594,.649,.110,0.1,10.8,5.5,12.5,1.2,1.2,13.5,14.5,,0.7,0.9,1.6,.086,,-0.4,0.0,-0.4,0.4
239,Kyle Korver\korveky01,SG,35,CLE,22,570,14.6,.709,.718,.045,1.2,11.2,6.4,5.6,0.9,0.7,10.4,15.6,,1.2,0.4,1.6,.133,,2.8,-1.6,1.2,0.5
240,Kosta Koufos\koufoko01,C,27,SAC,60,1156,14.2,.587,.003,.180,9.8,23.3,16.6,5.1,1.4,3.1,14.0,14.5,,1.2,1.3,2.5,.103,,-2.4,0.8,-1.6,0.1
241,Mindaugas Kuzminskas\kuzmimi01,SF,27,NYK,50,717,11.9,.521,.476,.173,4.8,8.5,6.6,10.1,1.7,1.0,11.4,18.5,,0.5,0.3,0.8,.051,,-0.4,-2.1,-2.5,-0.1
242,Skal Labissiere\labissk01,PF,20,SAC,11,103,19.0,.554,.029,.382,15.8,22.5,19.1,6.4,2.0,0.9,11.2,19.6,,0.2,0.1,0.3,.137,,-1.3,-1.5,-2.8,0.0
243,Jeremy Lamb\lambje01,SG,24,CHO,39,689,16.1,.532,.311,.298,3.0,23.7,13.4,11.0,0.9,1.6,6.8,24.0,,0.6,0.9,1.5,.105,,-1.4,-1.0,-2.4,-0.1
244,Nicolas Laprovittola\laproni01,PG,27,SAS,18,174,8.4,.579,.574,.191,0.7,5.7,3.3,22.7,1.2,0.5,27.2,18.1,,0.0,0.2,0.2,.043,,-2.3,-2.5,-4.9,-0.1
245,Joffrey Lauvergne\lauvejo01,C,25,TOT,51,741,12.8,.529,.318,.237,7.6,19.6,13.6,10.4,1.1,0.6,12.6,17.7,,0.6,0.8,1.4,.091,,-2.0,-1.1,-3.1,-0.2
245,Joffrey Lauvergne\lauvejo01,C,25,OKC,50,739,12.9,.531,.320,.238,7.6,19.5,13.6,10.4,1.1,0.6,12.6,17.7,,0.6,0.8,1.4,.092,,-1.9,-1.1,-3.0,-0.2
245,Joffrey Lauvergne\lauvejo01,C,25,CHI,1,2,-23.3,.000,.000,.000,0.0,55.2,27.1,0.0,0.0,0.0,0.0,21.8,,0.0,0.0,0.0,-0.415,,-27.0,-8.6,-35.6,0.0
246,Zach LaVine\lavinza01,SG,21,MIN,47,1749,14.7,.576,.437,.197,1.2,9.6,5.3,12.8,1.2,0.5,9.9,21.7,,2.7,0.6,3.3,.090,,2.2,-2.3,-0.1,0.8
247,Ty Lawson\lawsoty01,PG,29,SAC,54,1343,13.9,.523,.244,.333,3.3,9.0,6.2,28.5,2.3,0.3,17.7,18.8,,1.0,0.9,1.9,.066,,-0.7,-1.3,-2.0,0.0
248,Jake Layman\laymaja01,SF,22,POR,25,155,7.2,.454,.684,.228,1.4,8.7,5.0,6.6,1.9,1.1,8.7,19.4,,-0.1,0.1,-0.1,-0.019,,-2.9,-3.1,-6.0,-0.2
249,Courtney Lee\leeco01,SG,31,NYK,55,1731,12.1,.569,.406,.111,2.5,8.8,5.6,9.7,1.5,0.8,7.6,13.7,,2.5,0.6,3.1,.085,,0.8,-0.8,0.0,0.9
250,David Lee\leeda02,PF,33,SAS,57,1059,18.6,.615,.000,.278,11.3,22.7,17.1,13.4,1.1,1.9,14.6,16.9,,2.4,1.8,4.2,.190,,0.9,2.2,3.1,1.4
251,Alex Len\lenal01,C,23,PHO,56,1110,14.3,.548,.016,.431,10.4,26.1,18.0,4.2,0.9,5.2,16.5,17.3,,0.7,1.2,1.9,.082,,-3.6,1.2,-2.4,-0.1
252,Kawhi Leonard\leonaka01,SF,25,SAS,53,1766,28.0,.617,.290,.420,4.1,15.3,9.9,17.7,2.7,1.7,9.1,31.1,,6.7,3.2,10.0,.271,,6.5,1.2,7.7,4.3
253,Meyers Leonard\leoname01,PF,24,POR,50,817,8.3,.488,.573,.127,2.7,19.6,11.0,7.8,0.4,2.1,8.4,16.5,,0.0,0.4,0.5,.029,,-2.7,-1.6,-4.3,-0.5
254,Jon Leuer\leuerjo01,PF,27,DET,53,1446,15.5,.584,.284,.186,5.4,18.1,11.6,9.4,0.8,1.1,9.0,17.1,,2.6,1.6,4.1,.136,,0.7,0.7,1.5,1.3
255,Caris LeVert\leverca01,SF,22,BRK,33,669,11.0,.531,.531,.260,1.8,12.6,7.2,13.8,2.2,0.6,13.8,16.2,,0.2,0.4,0.6,.042,,-1.5,-0.3,-1.9,0.0
256,DeAndre Liggins\liggide01,SG,28,CLE,47,653,7.9,.498,.370,.261,2.1,10.5,6.4,9.4,3.0,1.7,19.4,11.1,,-0.2,0.8,0.7,.048,,-3.1,2.2,-0.9,0.2
257,Damian Lillard\lillada01,PG,26,POR,53,1901,22.4,.574,.375,.364,2.0,13.3,7.6,28.0,1.0,0.6,10.4,30.8,,5.4,0.7,6.1,.153,,5.3,-2.5,2.9,2.3
258,Jeremy Lin\linje01,PG,28,BRK,14,330,19.6,.569,.366,.303,0.6,12.3,6.5,40.0,2.4,1.6,17.4,25.2,,0.4,0.3,0.7,.102,,1.7,-1.1,0.6,0.2
259,Shaun Livingston\livinsh01,PG,31,GSW,54,934,10.0,.572,.004,.185,2.4,9.3,6.1,12.7,1.3,1.0,14.9,13.3,,0.7,1.0,1.7,.088,,-2.4,0.1,-2.3,-0.1
260,Kevon Looney\looneke01,C,20,GSW,45,404,14.5,.610,.089,.356,10.5,18.8,14.9,8.0,1.5,3.1,11.1,12.4,,0.8,0.7,1.5,.181,,-0.4,1.8,1.4,0.3
261,Brook Lopez\lopezbr01,C,28,BRK,53,1567,20.8,.576,.330,.325,5.6,12.5,9.1,16.2,0.9,4.5,11.9,29.1,,2.4,1.0,3.4,.105,,2.1,-0.2,1.9,1.5
262,Robin Lopez\lopezro01,C,28,CHI,59,1651,15.0,.511,.002,.142,12.7,13.7,13.2,5.3,0.3,4.3,9.4,16.8,,1.7,1.6,3.3,.096,,-1.4,0.8,-0.6,0.6
263,Kevin Love\loveke01,PF,28,CLE,46,1466,22.0,.582,.455,.366,8.9,28.8,19.2,9.6,1.4,0.9,11.0,26.7,,3.5,2.0,5.6,.183,,2.3,-0.8,1.5,1.3
264,Kyle Lowry\lowryky01,PG,30,TOR,56,2111,23.1,.624,.510,.395,2.5,11.9,7.2,29.2,1.9,0.7,13.4,24.9,,7.7,1.7,9.4,.214,,7.4,-0.8,6.5,4.5
265,John Lucas III\lucasjo02,PG,34,MIN,5,11,9.2,.250,.250,.000,0.0,0.0,0.0,12.6,9.2,0.0,0.0,16.1,,0.0,0.0,0.0,-0.026,,-6.1,0.6,-5.5,0.0
266,Timothe Luwawu-Cabarrot\luwawti01,SF,21,PHI,46,540,5.8,.522,.362,.461,2.4,10.6,6.5,9.1,0.9,0.9,19.5,16.9,,-0.3,0.4,0.0,.001,,-4.7,-1.3,-6.1,-0.6
267,Trey Lyles\lylestr01,PF,21,UTA,57,1043,11.2,.481,.474,.178,5.1,18.0,11.7,10.3,1.3,1.3,11.9,22.0,,-0.4,1.6,1.2,.054,,-2.1,0.3,-1.8,0.0
268,Shelvin Mack\macksh01,PG,26,UTA,46,983,10.1,.509,.317,.172,2.0,9.6,5.9,21.5,1.9,0.1,19.6,19.7,,-0.4,1.3,0.9,.042,,-2.2,0.1,-2.1,0.0
269,Ian Mahinmi\mahinia01,C,30,WAS,7,90,6.0,.517,.000,1.727,5.1,17.4,11.3,1.4,2.7,2.8,26.6,12.9,,-0.1,0.1,0.0,.023,,-6.7,1.6,-5.1,-0.1
270,Thon Maker\makerth01,PF,19,MIL,33,255,15.1,.599,.447,.318,7.4,16.9,12.2,3.6,1.2,4.2,8.5,18.7,,0.4,0.3,0.7,.127,,-0.2,-1.8,-1.9,0.0
271,Boban Marjanovic\marjabo01,C,28,DET,23,159,24.7,.532,.000,.397,20.4,32.1,26.1,5.1,0.6,4.2,8.1,24.4,,0.4,0.3,0.7,.200,,-1.5,-0.7,-2.2,0.0
272,Jarell Martin\martija01,PF,22,MEM,40,538,7.8,.469,.181,.333,7.6,25.6,16.3,2.0,1.4,1.4,14.1,16.1,,-0.3,0.8,0.6,.050,,-6.3,-0.6,-6.9,-0.7
273,Wesley Matthews\matthwe02,SG,30,DAL,56,1974,12.9,.548,.560,.221,0.7,11.8,6.0,11.7,1.6,0.5,9.1,20.2,,1.4,1.7,3.1,.075,,0.7,-0.3,0.5,1.2
274,Luc Mbah a Moute\mbahalu01,PF,30,LAC,57,1284,9.8,.567,.304,.237,3.3,7.9,5.7,2.4,2.4,1.8,10.5,11.5,,0.8,1.3,2.1,.078,,-1.1,1.6,0.5,0.8
275,James Michael McAdoo\mcadoja01,PF,24,GSW,32,294,12.1,.560,.039,.237,8.0,11.1,9.7,5.4,1.3,4.6,12.5,14.0,,0.2,0.4,0.7,.106,,-2.6,1.6,-1.0,0.1
276,Patrick McCaw\mccawpa01,SG,21,GSW,49,615,8.0,.530,.578,.150,1.9,7.2,4.7,9.1,1.2,1.5,12.3,12.5,,0.2,0.6,0.8,.065,,-1.8,-0.6,-2.4,-0.1
277,Sheldon McClellan\mcclesh01,SG,24,WAS,26,249,9.8,.492,.406,.328,1.8,11.7,6.8,8.0,1.6,0.7,3.9,13.5,,0.2,0.2,0.4,.082,,-2.3,-1.0,-3.3,-0.1
278,C.J. McCollum\mccolcj01,SG,25,POR,58,2007,20.2,.586,.325,.213,2.6,9.2,5.8,18.5,1.5,1.4,10.4,28.1,,4.3,0.8,5.1,.123,,3.6,-2.2,1.4,1.7
279,T.J. McConnell\mccontj01,PG,24,PHI,58,1452,13.4,.508,.101,.157,2.0,11.3,6.6,37.1,2.9,0.4,22.7,13.9,,1.0,1.7,2.6,.086,,-2.2,0.0,-2.1,0.0
280,Chris McCullough\mcculch01,PF,21,BRK,14,72,16.8,.541,.194,.097,13.3,11.6,12.4,4.9,0.7,2.1,5.8,20.3,,0.1,0.0,0.1,.090,,-0.9,-3.0,-4.0,0.0
281,K.J. McDaniels\mcdankj01,SF,23,TOT,30,214,9.9,.552,.397,.147,3.1,12.4,7.8,2.7,1.4,3.0,12.1,16.4,,0.0,0.2,0.3,.057,,-3.8,-1.1,-4.9,-0.1
281,K.J. McDaniels\mcdankj01,SF,23,HOU,29,212,10.0,.552,.397,.147,3.1,12.6,7.8,2.7,1.4,3.1,12.1,16.5,,0.0,0.2,0.3,.058,,-3.7,-1.1,-4.9,-0.1
281,K.J. McDaniels\mcdankj01,SF,23,BRK,1,2,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,-0.019,,-6.7,-0.1,-6.9,0.0
282,Doug McDermott\mcderdo01,SF,25,TOT,46,1120,11.2,.550,.395,.179,1.5,12.1,6.7,6.4,0.5,0.3,7.6,17.5,,1.2,0.6,1.8,.078,,-0.9,-2.3,-3.2,-0.3
282,Doug McDermott\mcderdo01,SF,25,CHI,44,1078,11.5,.555,.399,.180,1.4,11.9,6.5,6.5,0.5,0.3,7.4,17.5,,1.2,0.6,1.8,.082,,-0.6,-2.3,-2.9,-0.3
282,Doug McDermott\mcderdo01,SF,25,OKC,2,42,3.4,.388,.250,.167,5.3,18.2,11.8,3.3,0.0,0.0,13.4,15.0,,-0.1,0.0,0.0,-0.041,,-8.0,-3.3,-11.2,-0.1
283,JaVale McGee\mcgeeja01,C,29,GSW,54,517,22.9,.638,.018,.326,14.6,20.4,17.7,3.7,1.1,5.5,11.1,23.9,,1.1,1.0,2.1,.195,,-0.4,-0.5,-0.9,0.1
284,Rodney McGruder\mcgruro01,SG,25,MIA,56,1455,9.1,.508,.477,.161,5.4,8.8,7.1,7.9,1.4,0.7,9.5,11.9,,1.0,1.3,2.3,.075,,-0.8,0.7,-0.1,0.7
285,Ben McLemore\mclembe01,SG,23,SAC,45,834,9.0,.530,.431,.160,2.0,8.0,5.0,7.0,1.4,0.6,12.0,18.5,,-0.1,0.3,0.2,.013,,-2.3,-2.5,-4.8,-0.6
286,Jordan McRae\mcraejo01,SG,25,CLE,37,384,9.7,.488,.340,.227,1.8,9.5,5.7,7.4,1.0,1.3,7.8,20.5,,0.0,0.3,0.2,.029,,-3.6,-2.4,-6.1,-0.4
287,Josh McRoberts\mcrobjo01,PF,29,MIA,22,381,9.8,.439,.263,.076,6.6,14.7,10.6,19.1,1.3,0.8,15.9,16.9,,-0.2,0.4,0.3,.033,,-2.9,0.5,-2.4,0.0
288,Jodie Meeks\meeksjo01,SG,29,ORL,24,520,13.5,.574,.530,.250,0.6,11.0,5.7,10.9,2.7,0.3,11.4,18.0,,0.5,0.5,1.0,.089,,-0.1,-0.5,-0.7,0.2
289,Salah Mejri\mejrisa01,C,30,DAL,53,695,14.6,.672,.022,.391,12.0,29.1,20.2,2.4,2.0,6.6,22.9,9.5,,1.0,1.4,2.4,.164,,-3.5,4.5,1.0,0.5
290,Jordan Mickey\mickejo01,PF,22,BOS,18,119,10.3,.508,.032,.323,11.3,15.1,13.2,6.2,0.8,2.1,18.4,16.3,,0.0,0.1,0.1,.037,,-4.8,-0.8,-5.6,-0.1
291,Khris Middleton\middlkh01,SG,25,MIL,6,132,14.1,.522,.184,.347,0.9,14.6,7.9,22.8,2.3,0.7,12.4,22.0,,0.1,0.1,0.2,.085,,-1.5,-1.3,-2.8,0.0
292,C.J. Miles\milescj01,SF,29,IND,54,1243,13.9,.598,.623,.141,1.5,12.6,7.2,3.7,1.4,1.6,5.7,18.4,,1.8,1.0,2.7,.105,,1.4,-1.9,-0.5,0.5
293,Mike Miller\millemi01,SF,36,DEN,15,83,8.4,.672,.857,.143,2.6,24.4,13.4,18.8,0.6,0.0,37.7,12.1,,0.0,0.0,0.0,.022,,-2.4,-1.6,-4.0,0.0
294,Patty Mills\millspa02,PG,28,SAS,57,1208,16.1,.589,.538,.132,1.7,7.8,4.8,23.9,2.0,0.0,13.6,20.4,,2.1,1.5,3.7,.146,,2.9,-1.3,1.5,1.1
295,Paul Millsap\millspa01,PF,31,ATL,56,1899,18.1,.536,.256,.393,5.3,19.8,12.7,17.8,2.1,2.3,11.7,24.3,,2.1,3.1,5.2,.132,,0.6,2.3,3.0,2.4
296,Nikola Mirotic\mirotni01,PF,25,CHI,50,1144,12.8,.517,.601,.230,3.5,22.0,12.6,6.0,1.6,2.6,11.1,19.3,,0.3,1.6,1.9,.079,,-1.3,0.1,-1.2,0.2
297,Greg Monroe\monrogr01,C,26,MIL,57,1252,22.0,.574,.004,.362,10.7,24.3,17.6,16.5,2.9,2.0,13.7,23.9,,2.3,1.9,4.1,.158,,0.8,1.7,2.5,1.4
298,E'Twaun Moore\mooreet01,SG,27,NOP,53,1309,12.3,.537,.335,.107,2.1,7.2,4.7,13.9,1.5,1.5,9.5,17.9,,0.7,1.0,1.8,.064,,-0.9,-0.6,-1.4,0.2
299,Marcus Morris\morrima03,SF,27,DET,58,1924,12.8,.514,.365,.176,3.2,13.1,8.0,9.6,1.2,0.7,7.7,20.1,,1.2,1.9,3.1,.078,,0.0,0.1,0.1,1.0
300,Markieff Morris\morrima02,PF,27,WAS,55,1757,14.2,.540,.222,.264,5.3,18.5,12.0,8.2,1.9,1.4,12.2,21.3,,1.1,2.2,3.4,.092,,-1.3,0.4,-0.8,0.5
301,Anthony Morrow\morroan01,SG,31,OKC,40,627,9.1,.493,.536,.117,1.9,3.1,2.5,4.5,1.6,0.3,2.9,16.3,,0.4,0.4,0.9,.065,,-1.7,-3.0,-4.8,-0.4
302,Donatas Motiejunas\motiedo01,PF,26,NOP,22,351,9.7,.520,.368,.414,5.3,17.3,11.2,11.8,1.8,1.6,19.6,16.1,,-0.1,0.4,0.3,.040,,-3.3,1.1,-2.2,0.0
303,Timofey Mozgov\mozgoti01,C,30,LAL,53,1089,12.2,.548,.003,.234,9.9,16.2,12.9,5.9,0.7,2.2,16.3,16.8,,0.6,0.5,1.1,.048,,-2.8,-0.8,-3.6,-0.4
304,Emmanuel Mudiay\mudiaem01,PG,20,DEN,45,1242,10.3,.472,.327,.296,2.3,11.8,7.0,21.5,1.5,0.7,16.7,22.4,,-0.5,0.4,-0.1,-0.005,,-2.1,-1.7,-3.8,-0.6
305,Shabazz Muhammad\muhamsh01,SF,24,MIN,56,1084,14.4,.570,.261,.315,5.8,11.1,8.4,3.8,0.7,0.3,7.5,20.2,,1.8,0.3,2.1,.094,,-0.2,-3.8,-4.0,-0.6
306,Dejounte Murray\murrade01,PG,20,SAS,33,254,9.3,.509,.192,.253,2.3,11.3,6.9,21.1,1.2,1.6,23.6,25.6,,-0.4,0.3,-0.1,-0.018,,-5.1,-0.7,-5.9,-0.2
307,Jamal Murray\murraja01,SG,19,DEN,59,1176,10.8,.501,.476,.173,3.1,11.1,7.0,12.7,1.2,1.3,12.6,21.2,,0.2,0.3,0.5,.021,,-1.0,-2.4,-3.4,-0.4
308,Mike Muscala\muscami01,C,25,ATL,53,1011,14.8,.596,.319,.215,6.9,14.0,10.5,10.9,1.2,3.1,12.6,15.1,,1.5,1.3,2.8,.133,,-0.2,1.6,1.3,0.8
309,Larry Nance Jr.\nancela02,PF,24,LAL,41,908,15.6,.576,.059,.215,8.5,19.1,13.6,10.2,2.6,2.5,13.7,13.0,,1.3,0.9,2.2,.116,,-0.5,2.3,1.8,0.9
310,Shabazz Napier\napiesh01,PG,25,POR,34,281,13.4,.530,.604,.236,1.2,11.2,6.1,18.9,3.3,0.3,16.4,21.9,,0.0,0.2,0.2,.042,,-0.6,-1.8,-2.4,0.0
311,Maurice Ndour\ndourma01,PF,24,NYK,22,149,10.8,.518,.125,.250,6.5,13.7,10.1,1.0,2.7,1.1,10.1,14.3,,0.1,0.1,0.2,.065,,-3.7,-1.6,-5.3,-0.1
312,Gary Neal\nealga01,SG,32,ATL,2,18,-4.2,.228,.286,.571,0.0,6.0,3.0,7.0,0.0,0.0,0.0,21.3,,-0.1,0.0,-0.1,-0.193,,-11.7,-4.9,-16.6,-0.1
313,Jameer Nelson\nelsoja01,PG,34,DEN,59,1557,11.7,.545,.439,.094,1.6,8.7,5.1,26.8,1.4,0.3,16.9,16.2,,1.8,0.3,2.1,.065,,0.5,-2.6,-2.1,0.0
314,Raul Neto\netora01,PG,24,UTA,29,213,9.7,.527,.356,.068,0.6,10.0,5.4,14.9,3.0,0.0,15.3,15.8,,0.0,0.3,0.4,.081,,-2.3,0.7,-1.6,0.0
315,Georges Niang\niangge01,PF,23,IND,22,90,0.0,.285,.333,.056,2.5,17.1,10.0,7.8,1.7,0.0,11.9,20.8,,-0.4,0.1,-0.3,-0.179,,-9.9,-2.3,-12.2,-0.2
316,Andrew Nicholson\nichoan01,PF,27,WAS,28,231,6.4,.425,.208,.156,5.4,11.1,8.3,4.2,2.4,2.2,11.8,17.7,,-0.3,0.3,0.0,-0.006,,-5.5,-0.1,-5.6,-0.2
317,Joakim Noah\noahjo01,C,31,NYK,46,1015,15.2,.495,.005,.390,16.8,25.4,21.1,13.9,1.5,2.9,19.8,12.4,,1.1,1.1,2.2,.106,,-0.6,2.8,2.2,1.1
318,Nerlens Noel\noelne01,C,22,TOT,31,619,20.2,.631,.005,.360,9.3,19.4,14.3,8.6,3.5,3.7,12.9,17.5,,1.2,1.1,2.3,.181,,-0.1,3.5,3.5,0.9
318,Nerlens Noel\noelne01,C,22,PHI,29,564,20.8,.634,.006,.360,9.0,19.1,14.0,9.2,3.6,3.7,12.5,17.8,,1.1,1.1,2.2,.187,,0.3,3.7,4.0,0.9
318,Nerlens Noel\noelne01,C,22,DAL,2,55,13.4,.588,.000,.364,12.2,22.3,17.0,2.8,1.9,3.3,19.0,13.6,,0.1,0.1,0.1,.121,,-3.9,1.8,-2.1,0.0
319,Lucas Nogueira\noguelu01,C,24,TOR,51,1058,15.8,.701,.060,.444,8.5,16.6,12.5,5.3,2.3,7.2,20.0,9.5,,1.8,1.7,3.6,.161,,0.2,5.3,5.5,2.0
320,Steve Novak\novakst01,PF,33,MIL,8,22,1.3,.357,.857,.000,0.0,15.4,7.9,0.0,0.0,0.0,0.0,14.3,,0.0,0.0,0.0,-0.076,,-6.6,-6.9,-13.4,-0.1
321,Dirk Nowitzki\nowitdi01,PF,38,DAL,33,863,17.0,.513,.312,.177,2.1,27.3,14.1,10.9,1.5,2.6,6.0,25.6,,0.3,1.2,1.6,.087,,-1.7,0.7,-1.0,0.2
322,Jusuf Nurkic\nurkiju01,C,22,TOT,48,884,15.2,.519,.000,.370,11.9,23.8,17.8,11.5,1.8,3.3,19.3,22.4,,-0.2,0.9,0.7,.035,,-3.1,1.0,-2.0,0.0
322,Jusuf Nurkic\nurkiju01,C,22,DEN,45,807,14.9,.515,.000,.379,12.2,23.7,17.9,11.0,1.5,3.4,19.1,22.5,,-0.2,0.7,0.5,.029,,-3.2,0.8,-2.4,-0.1
